"name","venue","venue_address","date","time","venue_city","event_url","description","picture","price"
"Preschool Storytime","Mesa Library","64 E. 1st. Street","4/26/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21746&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Banner Alzheimer's Workshop: Residential Care","Mesa Library","64 E. 1st. Street","4/26/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21896&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Computer Basics","Mesa Library","64 E. 1st. Street","4/26/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21849&rts=&disptype=&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Baby Lapsit","Mesa Library","64 E. 1st. Street","4/26/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21242&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Toddlertime","Mesa Library","64 E. 1st. Street","4/26/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=19717&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/26/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=20447&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Code Commanders","Mesa Library","64 E. 1st. Street","4/26/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22779&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Make It: Zipper Pouch for your Poem","Mesa Library","64 E. 1st. Street","4/26/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21848&rts=&disptype=&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Writer in Residence Consultation Hours","Mesa Library","64 E. 1st. Street","4/26/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21731&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Yoga Basics for Beginners","Mesa Library","64 E. 1st. Street","4/26/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21890&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Baby Lapsit","Mesa Library","64 E. 1st. Street","4/27/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21696&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Oral History Day at the Alston House","Mesa Library","64 E. 1st. Street","4/27/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22383&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Raising Emotionally Healthy Children","Mesa Library","64 E. 1st. Street","4/27/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21272&rts=&disptype=&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Sewing Machine Training","Mesa Library","64 E. 1st. Street","4/27/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21760&rts=&disptype=&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Shake, Boogie, and Bop!","Mesa Library","64 E. 1st. Street","4/27/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22084&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Hands-on Equipment Training","Mesa Library","64 E. 1st. Street","4/27/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21839&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Mesa Art League: Local Artist Patricia Book","Mesa Library","64 E. 1st. Street","4/27/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21828&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Writer in Residence Consultation Hours","Mesa Library","64 E. 1st. Street","4/28/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21733&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Bilingual Family Storytime","Mesa Library","64 E. 1st. Street","4/28/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21915&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"beTWEEN the Pages: Red Mountain Tween Book Club","Mesa Library","64 E. 1st. Street","4/28/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22096&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Canceled - Read to Deed Book Group","Mesa Library","64 E. 1st. Street","4/28/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21032&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"ESL Conversation Class","Mesa Library","64 E. 1st. Street","4/28/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21221&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Local Author of the Month","Mesa Library","64 E. 1st. Street","4/28/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21778&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Make it or Game it!","Mesa Library","64 E. 1st. Street","4/28/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21269&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"LEGO Club","Mesa Library","64 E. 1st. Street","4/28/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=18799&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The Business of Publishing and Branding ","Mesa Library","64 E. 1st. Street","4/28/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21740&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/30/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21432&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"3D Scanner Training","Mesa Library","64 E. 1st. Street","4/30/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21761&rts=&disptype=&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/30/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21437&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Make-It Monday","Mesa Library","64 E. 1st. Street","4/30/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=20328&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Code Commanders","Mesa Library","64 E. 1st. Street","4/30/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21825&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Exercise Your Brain and Learn to Code","Mesa Library","64 E. 1st. Street","4/30/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21845&rts=&disptype=&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"_________","Apache Junction Library","1177 N. Idaho Rd","_________","_________","Apache Junction","https://www.ajpl.org/current-monthly-calendar/","Please review website for Apache Junction Library manually. URL: https://www.ajpl.org/current-monthly-calendar/","_________","_________"
"_________","City of Chandler","175 Arizona Ave","_________","_________","Chandler","http://www.chandleraz.gov/default.aspx?pageid=998","Please review website for City of Chandler manually. URL: http://www.chandleraz.gov/default.aspx?pageid=998","_________","_________"
"TYR Pro Swim Series","City of Mesa","20 E. Main St.","4/13/2018","9:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5027/1344","None","None","-1"
"Museum closes at 2 P.M. today so we can prepare for our FUNdraiser Beer N Bones.","City of Mesa","20 E. Main St.","4/13/2018","10:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5051/1344","None","None","-1"
"2nd Friday Night Out","City of Mesa","20 E. Main St.","4/13/2018","6:00 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/3259/1344","None","None","-1"
"Beer N' Bones","City of Mesa","20 E. Main St.","4/13/2018","7:00 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4481/1344","None","None","-1"
"Household Hazardous Waste Collection Event","City of Mesa","20 E. Main St.","4/14/2018","8:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/3210/1344","None","None","-1"
"Family Nature Club Event","City of Mesa","20 E. Main St.","4/14/2018","9:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4719/1344","None","None","-1"
"TYR Pro Swim Series","City of Mesa","20 E. Main St.","4/14/2018","9:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5029/1344","None","None","-1"
"Celebrate Mesa","City of Mesa","20 E. Main St.","4/14/2018","10:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4723/1344","None","None","-1"
"Arizona Elk Society Annual Fundraising Banquet","City of Mesa","20 E. Main St.","4/14/2018","4:00 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4584/1344","None","None","-1"
"Mesa Feastival Forest","City of Mesa","20 E. Main St.","4/14/2018","5:30 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4762/1344","None","None","-1"
"National Volunteer Week","City of Mesa","20 E. Main St.","4/15/2018","","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4935/1344","None","None","-1"
"TYR Pro Swim Series","City of Mesa","20 E. Main St.","4/15/2018","8:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5031/1344","None","None","-1"
"National Volunteer Week","City of Mesa","20 E. Main St.","4/16/2018","","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4935/1344","None","None","-1"
"Runway 4R/22L Closures Begin","City of Mesa","20 E. Main St.","4/16/2018","","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5071/1344","None","None","-1"
"City Council Study Session","City of Mesa","20 E. Main St.","4/16/2018","4:30 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5045/1344","None","None","-1"
"City Council Meeting","City of Mesa","20 E. Main St.","4/16/2018","5:45 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4275/1344","None","None","-1"
"National Volunteer Week","City of Mesa","20 E. Main St.","4/17/2018","","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4935/1344","None","None","-1"
"Planning and Zoning Board Study Session","City of Mesa","20 E. Main St.","4/17/2018","7:30 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5011/1344","None","None","-1"
"National Volunteer Week","City of Mesa","20 E. Main St.","4/18/2018","","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4935/1344","None","None","-1"
"Bike2WorkDay 2018","City of Mesa","20 E. Main St.","4/18/2018","","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4036/1344","None","None","-1"
"Registration for FREE GED Classes","City of Mesa","20 E. Main St.","4/18/2018","8:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4933/1344","None","None","-1"
"Planning and Zoning Board Study Session","City of Mesa","20 E. Main St.","4/18/2018","3:30 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5013/1344","None","None","-1"
"City of Mesa Volunteer Fair","City of Mesa","20 E. Main St.","4/18/2018","4:00 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4957/1344","None","None","-1"
"Planning and Zoning Board","City of Mesa","20 E. Main St.","4/18/2018","4:00 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5015/1344","None","None","-1"
"National Volunteer Week","City of Mesa","20 E. Main St.","4/19/2018","","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4935/1344","None","None","-1"
"City Council Study Session","City of Mesa","20 E. Main St.","4/19/2018","7:30 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4349/1344","None","None","-1"
"Eastmark Community Facilities District No. 1 Board","City of Mesa","20 E. Main St.","4/19/2018","7:30 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5057/1344","None","None","-1"
"National Volunteer Week","City of Mesa","20 E. Main St.","4/20/2018","","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4935/1344","None","None","-1"
"National Volunteer Week","City of Mesa","20 E. Main St.","4/21/2018","","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4935/1344","None","None","-1"
"Falcon Warbirds' Fly-In Pancake Breakfast & Impala Bob's Classic Car Show","City of Mesa","20 E. Main St.","4/21/2018","7:30 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4644/1344","None","None","-1"
"Zap Con","City of Mesa","20 E. Main St.","4/21/2018","9:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4682/1344","None","None","-1"
"Women's Day Out Expo/Health & Wellness","City of Mesa","20 E. Main St.","4/21/2018","9:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4921/1344","None","None","-1"
"Downtown Mesa Festival of the Arts","City of Mesa","20 E. Main St.","4/21/2018","10:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/3725/1344","None","None","-1"
"Zapcon","City of Mesa","20 E. Main St.","4/21/2018","10:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5067/1344","None","None","-1"
"Mesa Feastival Forest","City of Mesa","20 E. Main St.","4/21/2018","5:30 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4763/1344","None","None","-1"
"Zap Con","City of Mesa","20 E. Main St.","4/22/2018","9:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4682/1344","None","None","-1"
"Zapcon","City of Mesa","20 E. Main St.","4/22/2018","10:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5067/1344","None","None","-1"
"Public Meeting - Broadway Road Corridor Study Loop 101 to Lindsay Road","City of Mesa","20 E. Main St.","4/24/2018","6:00 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5047/1344","None","None","-1"
"CMC Steel Arizona Spooler Expansion Ground breaking","City of Mesa","20 E. Main St.","4/25/2018","9:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5053/1344","None","None","-1"
"Human Relations Advisory Board Meeting","City of Mesa","20 E. Main St.","4/25/2018","6:00 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/3847/1344","None","None","-1"
"Bicycle FUN-damentals ","City of Mesa","20 E. Main St.","4/25/2018","6:00 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/3994/1344","None","None","-1"
"Barbara Corcoran - Secrets of Self-Made Millionaires Event","City of Mesa","20 E. Main St.","4/25/2018","6:30 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4967/1344","None","None","-1"
"EuroContempo Grand Opening Celebration","City of Mesa","20 E. Main St.","4/26/2018","","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5055/1344","None","None","-1"
"City Council Study Session","City of Mesa","20 E. Main St.","4/26/2018","7:30 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/4350/1344","None","None","-1"
"Museum & Cultural Advisory Board","City of Mesa","20 E. Main St.","4/26/2018","4:00 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/3899/1344","None","None","-1"
"Public Meeting - Broadway Road Corridor Study Loop 101 to Lindsay Road","City of Mesa","20 E. Main St.","4/26/2018","6:00 PM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5049/1344","None","None","-1"
"WAC Tennis Tournament","City of Mesa","20 E. Main St.","4/27/2018","9:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5033/1344","None","None","-1"
"WAC Tennis Tournament","City of Mesa","20 E. Main St.","4/28/2018","9:00 AM","Mesa","http://www.mesaaz.gov/Home/Components/Calendar/Event/5035/1344","None","None","-1"
